Informazioni cronologiche,Which continent are you from?,Gender,Age,Education degree,"On avarage, how much time do you spend  playing video games per day  ?",What style of video game do you prefer?,"If you selected ""Other"", please specify here",Do you believe video games are a form of art?,"If you selected ""It depends,"" you can specify here.",Is there a video game that has taught you something useful for your academic or professional education?,"If you pressed ""Yes,"" please write which video games have been more useful to you.",Which device do you prefer when it comes to gaming?,"
If you selected ""Other,"" please specify here",Which video games do you believe have enriched you culturally regarding mythology or history?,"If you selected ""Other,"" please respond here","
Do you think it's possible to use video games that have not been designed for educational purposes as educational tools?","If you selected ""It depends,"" you can specify here",Do you believe online video games can facilitate connections between people and offer an alternative to traditional social interaction?,"If you selected ""It depends,"" you can specify here.",Have you ever thought about creating a video game?,"Do you think a video game has inspired you to deepen your knowledge on a subject (for example, literary, cultural, historical, social, scientific, artistic, etc.)?","
Have you ever learned another language or improved your language skills through video games, both online and in single-player mode?","
If you selected ""Other,"" please specify here","In your opinion, is it possible to compare the narrative importance of a video game to that of more traditional media such as books, films, or animation products?",Do you believe that video games have taught you to solve problems in a creative and original way (problem solving)?,"Do you engage in  sport or physical activity?
","Do you think Esports (electronic sports) can be considered a professional practice (for example, League of legends, Counter-strike, Street fighter, StarCraft, Assetto Corsa)?","
Have you improved your social skills thanks to video games? (e.g., communication, expression, empathy, etc.)","Do you prefer the company of people who don't play video games, or of people who share this passion with you?"
17/03/2024 22.33.12,America,Other,Millennials (1981-1996),Professional training,2-3 hours,Both,,Yes,,Yes,All games have a degree of diagnostic problem solving that has helped in my career. Also many feature some type of resource economy that has aided in my abilities to project task/project roadmaps.,PC,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
17/03/2024 22.37.28,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Single player,,Yes,,Yes,"""Baba Is You"" tought me problem-solving skills and how to think outside of the box",PC,,God of war (saga norrena),,Yes,,Yes,,I have done it.,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,Yes,I have no preference
17/03/2024 22.47.38,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,,Console,,Hades,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
17/03/2024 22.54.05,Europe,Female,Generation Z (1997-2012),High school diploma or equivalent,I don't play regularly,Single player,,Yes,,No,,"PC, VR, Other (please specify)","Consoles, but only Retro.","Hades, Sid Meier's Civilization, Other (please specify)","Touhou Project games, a series of Japanese videogames featuring elements of East Asian and other mythologies.",It depends (please specify),"Videogames are experiences kind of like movies, or series.",It depends (please specify),"I don't really know what ""offering an alternative to traditional social interaction"" really entails, but videogames are indeed a subject that have helped people (including I) connect together.",Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,No,I prefer the company of gamers
17/03/2024 22.56.35,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,Less than an hour,Both,,Yes,,Yes,factorio,PC,,Age of Empire,age of mythology ,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,No,Yes,"Yes, every week.",Yes,Yes,I have no preference
17/03/2024 22.58.34,Oceania,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,Yes,,PC,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
17/03/2024 23.32.56,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,No,,PC,,"Assassin's creed (saga), Other (please specify)",Hellblade,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,Yes,I have no preference
17/03/2024 23.40.13,Asia,Male,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Both,,Yes,,I don't know,,"PC, Smartphone /Tablet",,Other (please specify),"Mount and Blade Warband, Devil May Cry, Yakuza ",Yes,,It depends (please specify),"I don't think anything can replace an offline interaction, but videogames can ease people into meeting strangers. ",Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every day.",Yes,Yes,I have no preference
18/03/2024 0.09.36,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Multiplayer Online,,Yes,,I don't know,,"PC, Smartphone /Tablet",,"Age of Empire, Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,No,I have no preference
18/03/2024 0.13.00,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Both,,Yes,,I don't know,,PC,,"God of War (saga Greca), God of war (saga norrena), Hades, Other (please specify)",Fate franchise more than all other games,Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,No,I prefer the company of gamers
18/03/2024 0.15.49,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,Yes,,Yes,There are too many videos games that have teached me more about than life than anything else to count. Nier Automata and Gris being two honorable examples.,PC,,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena), Hades",,"Yes, and I use them",,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every day.",Yes,Yes,I prefer the company of gamers
18/03/2024 0.21.49,Oceania,Male,Millennials (1981-1996),Bachelor's degree or higher,4-6 hours,Single player,,Yes,,No,,PC,,"Assassin's creed (saga), Age of Empire, Sid Meier's Civilization, Other (please specify)",Europa Universalis 4,Yes,,No,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,Yes,I have no preference
18/03/2024 0.22.22,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Single player,,Yes,,Yes,"Battlefield I, Assassin's Creed IV Black Flag",PC,,Assassin's creed (saga),,It depends (please specify),"Talking about the Assassin's Creed saga, doesn't show exactly what happened in history AFAIK, it takes characters from history and adds them accordingly to the Assassin's history, but this interaction between a fictional character and a real-life character could spark the curiosity of the player to look up information about that real life character's life and work",Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
18/03/2024 0.35.31,America,Female,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Both,,Yes,,Yes,,"Console, Portable consoles, PC",,"God of war (saga norrena), Hades",,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
18/03/2024 0.54.13,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,Yes,,I don't know,,PC,,Other (please specify),"The Persona series (Persona 3, P4, P5)",It depends (please specify),"Most games can probably be used for this purpose, but a few are more nonsensical, or are purely just for pleasure (Placid Plastic Duck Simulator for example)",Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,No,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
18/03/2024 0.54.45,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,Yes,,No,,PC,,Hades,,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,Yes,I have no preference
18/03/2024 0.56.32,Europe,Female,Generation Z (1997-2012),Bachelor's degree or higher,Less than an hour,Single player,,Yes,,Yes,Crusader kings has taught me a surprising amount of history. Mother 3 got me interested in politics at a young age (which I now study at a Masters level),"Console, PC",,"Assassin's creed (saga), Hades, Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
18/03/2024 1.08.48,America,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Single player,,Yes,,I don't know,,"Console, PC",,"Assassin's creed (saga), Other (please specify)","Okami, Sekiro",Yes,,It depends (please specify),Many online games are competitive and can foster incredibly toxic and competitive communities.,Yes,Yes,I have enhanced my knowledge of another language,,Yes,No,"Yes, every week.",Yes,No,I have no preference
18/03/2024 1.12.19,America,Male,Generation Z (1997-2012),Middle school diploma,7 hours or more,Both,,No,,Yes,,PC,,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
18/03/2024 1.14.30,America,Female,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Multiplayer Online,,Yes,,Yes,Trauma Team,"PC, Smartphone /Tablet",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
18/03/2024 1.21.05,I prefer not to specify it,Male,Generation Z (1997-2012),None,4-6 hours,Both,,Yes,,I don't know,,"Console, PC",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",Yes,Yes,I prefer the company of gamers
18/03/2024 1.54.28,America,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,I don't know,,"Console, PC",,Assassin's creed (saga),,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",No,No,I prefer the company of gamers
18/03/2024 1.57.13,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,Factorio,"Console, PC, VR",,"Assassin's creed (saga), God of war (saga norrena), Hades",,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
18/03/2024 2.39.38,Asia,Other,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Both,,Yes,,Yes,"Too many to count. Of recent: SIGNALIS, Pokemon, Stardew Valley ","Console, PC, Smartphone /Tablet",,"God of War (saga Greca), God of war (saga norrena), Hades",,"Yes, and I use them",,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
18/03/2024 3.57.00,America,Male,Generation Z (1997-2012),Middle school diploma,4-6 hours,Both,,It depends (please specify),Art games and certain pieces of games that have cinematic potential.,I don't know,,PC,,Hades,,Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",No,Yes,I prefer the company of gamers
18/03/2024 4.22.47,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Both,,Yes,,Yes,,"PC, Smartphone /Tablet",,"Assassin's creed (saga), God of War (saga Greca), Ryse son of rome",,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",Yes,Yes,I prefer the company of gamers
18/03/2024 5.19.32,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Multiplayer Online,,Yes,,No,,PC,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,Yes,I have no preference
18/03/2024 5.22.39,America,Male,Millennials (1981-1996),Bachelor's degree or higher,4-6 hours,Both,,Yes,,Yes,World of Warcraft taught me several valuable communication and managerial lessons over the course of leading a raiding guild ,PC,,Other (please specify),"I learned some Mythology from playing Magic: The Gathering, but they have their own worlds and flavor. Lots of times characters in that game are based off of mythology",Yes,,Yes,,No,Yes,Other (Specify),"I would say my vocabulary and grammar were massively improved by playing WoW and MTG as a child. I have know personally several people from Sweden that used World of Warcraft to greatly increase their English language skills, to the point of being fluent",Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
18/03/2024 5.50.38,America,Male,Generation Z (1997-2012),High school diploma or equivalent,Less than an hour,Both,,Yes,,No,,PC,,"Assassin's creed (saga), Hades",,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
18/03/2024 7.04.28,America,Other,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Single player,,Yes,,No,,"Console, Portable consoles",,God of War (saga Greca),,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I have no preference
18/03/2024 8.12.45,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,I don't know,,Console,,"God of war (saga norrena), Age of Empire",,No,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,No,Rarely or almost never.,Yes,No,I prefer the company of gamers
18/03/2024 8.40.25,Europe,Male,Generation Z (1997-2012),Middle school diploma,4-6 hours,Single player,,Yes,,No,,"Console, PC",,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I prefer the company of gamers
18/03/2024 8.51.34,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Multiplayer Online,,Yes,,I don't know,,PC,,"God of War (saga Greca), God of war (saga norrena)",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
18/03/2024 8.55.40,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Single player,,Yes,,No,,"Console, PC",,Hades,,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,Yes,I have no preference
18/03/2024 9.50.06,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Single player,,Yes,,Yes,Puzzle games to help with logical thinking,PC,,Hades,,Yes,,Yes,,Yes,No,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,Yes,I have no preference
18/03/2024 10.59.33,Europe,Male,Generation Z (1997-2012),Middle school diploma,2-3 hours,Both,,Yes,,No,,PC,,Other (please specify),The Talos Principle,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
18/03/2024 11.48.39,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,7 hours or more,Both,,Yes,,I don't know,,PC,,God of war (saga norrena),,Yes,,Yes,,No,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
18/03/2024 12.00.45,Europe,Male,Generation Z (1997-2012),Middle school diploma,2-3 hours,Both,,Yes,,No,,PC,,"God of War (saga Greca), God of war (saga norrena), Hades",,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,No,I prefer the company of gamers
18/03/2024 12.09.13,America,Female,Millennials (1981-1996),Bachelor's degree or higher,4-6 hours,Both,,Yes,,I don't know,,PC,,Assassin's creed (saga),,Yes,,It depends (please specify),"Gaming with and meeting people online can definitely form lifelong friendships and important social connections, however I don't believe a 100% online social life offers the same mental health benefits that offline, physical friendships provide. ",I have done it.,Yes,"Yes, I have learned another language.",,Yes,Yes,Less than once a week.,Yes,Yes,I prefer the company of gamers
18/03/2024 12.54.17,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,No,,"Console, PC",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena), Hades, Sid Meier's Civilization, Other (please specify)",Paradox Grand Strategie Games taught me many things about culture and history.,Yes,,Yes,,I have done it.,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",Yes,Yes,I prefer the company of gamers
